"","replicate","n_infectors","alpha_mean","phi_alpha","true_mean_gi","true_logmean_gi","true_sdlog_gi","R0","phi_ind_C","phi_C","C_bar","vary_ind_infectiousness","vary_ind_contact_rate","logmean_median","logsd_median","logmean_mean","logmean_upper_95","logmean_lower_95","logmean_median_po","logsd_median_po","logmean_mean_po","logmean_upper_95_po","logmean_lower_95_po"
"114",3,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.485685,0.396442,1.48679145425,1.78818075,1.18646575,1.528025,0.4292585,1.51997100175,1.879188,1.0992065
"115",4,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.253415,0.447614,1.25339884775,1.5232,0.9832722,1.25452,0.4544955,1.2500907045,1.53208825,0.9537131
"116",5,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.05197,0.6048845,1.042057832625,1.52024,0.525632325,0.996217,0.634095,0.9945950366075,1.5072955,0.496402625
"117",6,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.255325,0.4258975,1.24758019875,1.5907605,0.86883975,1.26426,0.4125315,1.255596271,1.584807,0.88350815
"118",7,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.329015,0.4380735,1.3224033705,1.58002375,1.0367605,1.3357,0.4726675,1.3358642075,1.6200915,1.03974725
"119",8,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.21854,0.3958535,1.2166711855,1.43500275,0.975569375,1.22251,0.3646315,1.22383332325,1.4187115,1.03620475
"120",9,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.349835,0.22999,1.33729951075,1.5511475,1.05652975,1.342995,0.261855,1.33737426675,1.6190725,1.00997525
"121",10,5,0.1,0.1,4,1.27472258546279,0.472380727077439,2,2,2,20,FALSE,FALSE,1.312315,0.368514,1.316720859,1.54971825,1.09643325,1.301235,0.4021885,1.29847321025,1.54316125,1.0232295
"122",1,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.205935,0.5103415,1.2104244105,1.482653,0.956460975,1.220475,0.5392945,1.21902444125,1.49575275,0.9220866
"123",2,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.238105,0.549888,1.243095521,1.4906255,1.02925425,1.148075,0.6194055,1.1461970645,1.420235,0.862627225
"124",3,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.36196,0.6325645,1.36404457825,1.653372,1.08053425,1.448905,0.6097555,1.448385146,1.7186695,1.18151925
"125",4,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.306945,0.435247,1.30709909375,1.58640175,1.01448725,1.262805,0.397835,1.2628197345,1.489754,1.0289055
"126",5,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.276255,0.4837335,1.28007413875,1.49231625,1.08266825,1.301245,0.534756,1.299626068,1.53868725,1.055477
"127",6,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.297445,0.519952,1.29611303975,1.49968075,1.086558,1.250045,0.536866,1.2501748875,1.4729095,1.020172
"128",7,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.191095,0.3691565,1.18784179075,1.335432,1.016549,1.209345,0.3554015,1.209641439,1.3592635,1.06196975
"129",8,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.18586,0.589211,1.18418999325,1.49080325,0.86799175,1.07671,0.6248025,1.079016365,1.41868,0.748661825
"130",9,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.40252,0.3225575,1.400257565,1.54511025,1.23477675,1.44386,0.3247,1.443804865,1.5870435,1.29181225
"131",10,5,0.1,0.1,4,1.27472258546279,0.472380727077439,4,2,2,40,FALSE,FALSE,1.25861,0.469476,1.2603233845,1.47596725,1.062144,1.23226,0.4671545,1.230927305,1.4295535,1.03012875
"132",1,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.37038,0.4036725,1.3700282975,1.49553475,1.2503495,1.308055,0.4566765,1.3074106925,1.460871,1.15588225
"133",2,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.294465,0.459539,1.29359961,1.440089,1.1465975,1.195775,0.438433,1.1973337935,1.33402175,1.063782
"134",3,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.37175,0.4104755,1.3714156025,1.5088245,1.22914675,1.354645,0.3755605,1.3558054725,1.47131075,1.23948775
"135",4,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.22383,0.4770035,1.22638787175,1.38346125,1.08501875,1.26505,0.506911,1.2632648335,1.425373,1.100565
"136",5,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.33419,0.3712735,1.3320567775,1.4607655,1.1930085,1.33028,0.3781745,1.329687,1.46467675,1.19183475
"137",6,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.214165,0.401915,1.21493281925,1.3486275,1.084459,1.21857,0.357247,1.21840118,1.3221365,1.110738
"138",7,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.334715,0.443865,1.3352743575,1.48266425,1.19127975,1.324655,0.3954615,1.32523607,1.4351945,1.2123625
"139",8,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.36681,0.4858735,1.36776163,1.50227,1.239809,1.37955,0.480695,1.3782746275,1.50364025,1.250906
"140",9,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.282105,0.4278235,1.2801785125,1.41236625,1.14266225,1.3219,0.4498395,1.3224771525,1.47722325,1.16918375
"141",10,5,0.1,0.1,4,1.27472258546279,0.472380727077439,8,2,2,80,FALSE,FALSE,1.3188,0.4886635,1.3167896135,1.474955,1.14656575,1.394035,0.419325,1.394304015,1.51471225,1.26899625
"142",1,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.28491,0.414666,1.2852158325,1.38298075,1.19017225,1.282255,0.4827505,1.28236661,1.40732525,1.15710425
"143",2,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.33278,0.473024,1.3329204275,1.44552875,1.227761,1.38764,0.46293,1.3872097525,1.49941125,1.27492775
"144",3,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.362735,0.483934,1.36331762,1.46023075,1.2663765,1.33186,0.4470305,1.3310946775,1.41673375,1.2473095
"145",4,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.157925,0.470932,1.1577752355,1.28109675,1.03524725,1.2785,0.4839185,1.27785408,1.4081275,1.145907
"146",5,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.1276,0.5147995,1.12765011125,1.24976475,1.0062265,1.075425,0.5875205,1.07440004675,1.22490525,0.9210331
"147",6,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.209095,0.530076,1.20911546225,1.336184,1.0824,1.27212,0.49531,1.2725550375,1.382925,1.16498
"148",7,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.28417,0.519793,1.28523791,1.404252,1.1729115,1.207955,0.5325985,1.20801118225,1.3348515,1.0835655
"149",8,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.324825,0.434888,1.323862255,1.420652,1.2192345,1.34382,0.390966,1.34325235,1.43010725,1.2584725
"150",9,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.267775,0.516745,1.2687144775,1.387913,1.15434975,1.262595,0.523818,1.26309111,1.37898725,1.14251875
"151",10,5,0.1,0.1,4,1.27472258546279,0.472380727077439,16,2,2,160,FALSE,FALSE,1.33208,0.516277,1.332895165,1.42647575,1.2374375,1.30599,0.5158345,1.305698835,1.40066675,1.20920375
